driver_id,risk_level,reputation,latitude,longitude
00d8d67eacfee0770c8360bddd38dfbb,2,3.8,-37.81594619,144.9547294
00ddd7c65c60bc037d23533887b8a831,1,4,-37.80782278,144.9649843
00df6abe5b488fbb6abd6bfefecd7a59,1,3.5,-37.81557019,144.963934
00e0383c6f04ff2912b207805a6072ca,1,3.4,-37.8087273,144.9730871
00e03c1ba84c73030ec49701017ddceb,1,3.8,-37.82337707,144.9724227
00e0947e0b22017e4be7b318299ba59f,1,3.8,-37.82226309,144.963832
00e3e36bc449e866cf5b083eb42b907f,2,3.7,-37.80931485,144.9656397
00ec5490e5b351d1942e1b306f0d0415,1,3.4,-37.8091609,144.9640709
00ee0dc634d538297c23cf4d3f748f50,1,3.9,-37.8098863,144.9715171
00ef565f111b1de63804e44e8e3993ad,1,3.8,-37.80687906,144.9707625
00ef6085980100e7c31cf977f7cc2ef1,2,3.5,-37.81563235,144.9531256
00f00a9ad4c54d8c91a0b477b9e9f705,2,3.5,-37.81738297,144.9636716
00f10de2b3b607c67193c6dff19db372,1,4,-37.82327728,144.9698429
00f1cbde07287a8c0caf1258809f478b,1,3.6,-37.81810166,144.9628481
00f3fc49827ac6da96629885be13ae3b,1,3.8,-37.82121477,144.9599813
00f4ca129d9a40626124318acb7ea63a,3,3.3,-37.81988357,144.9578275
00f5b7616eee261f653f5bea435f68a6,1,4,-37.8128909,144.968958
00f77cf035c04c0d7fb3dd59d4cac1ed,1,4,-37.80773316,144.9590422
00f77e6a69555e2856b5771f5b0db8f7,3,4,-37.81408936,144.969594
00f8f2e9d82726c3544839ebf1b84cae,2,3.5,-37.81907822,144.9565946
00fa1393b71d2edeade455c90f929b40,1,4,-37.81227777,144.9658641
00fd24196bf4be57cb787d6557387144,3,4,-37.81122401,144.9513057
0100e538da220fe6d7c53c4c1414d80d,2,4,-37.81598255,144.9515133
0109158cc7636f75927f0b038876ae6a,2,3.2,-37.81326202,144.9736308
0109dce60bdcd41e1c93b6a2cfc607b6,1,3.5,-37.81123338,144.9668355
010d63a19b7f493fd7082c10ceb20531,2,4,-37.81533929,144.9623844
010d9820f4b23db34aa448af0cfa895f,2,3.7,-37.81930154,144.9585338
011c891c2447aaaf7b9503d223d9e7a4,2,4,-37.81857306,144.953911
011da97d88ad238cb3d2902997d82c9b,2,3.4,-37.81310161,144.9538694
012bfc776f4330ce115e7172a05666b7,2,3.8,-37.82343844,144.9509387
0131290426535122e7444fc01b20445b,2,3.7,-37.81019744,144.9535651
0133d6809a73dd054eaa01643a0058e4,2,3.4,-37.81534018,144.9708115
01343efb9b3db55db79869f0e5fb74fc,1,3.4,-37.8071571,144.9691176
0134f2365bfa0542cab835e92aa6ac5e,1,3.9,-37.81870693,144.9677632
013591cb8a5305267f1309f490ab706e,3,4,-37.81554825,144.953293
0135d47590a5f95885a55cc193a42f85,1,3.5,-37.81142612,144.9540612
0138026b652163324189b1e8f49d481a,1,4.1,-37.81231836,144.9533859
013ac9077fbe68bcc3f7f07171d4430f,1,4,-37.8229264,144.9515831
013d1c1e1ccc29753072a59bdead09c0,1,4,-37.81630905,144.9704332
013d7391c70ad9b07f3be3bbaf660e72,2,4,-37.81787026,144.9545181
013f6680ad488fc4b9363d85231a7a43,1,3.2,-37.80621504,144.9641153
01405333d6d420bd74419266b6d9daa9,1,3.5,-37.82308147,144.9608244
0142efc1aa465e1712db56b006252ec4,2,3.9,-37.81445709,144.9550427
014cd32250203ad08af7e0e8cf199503,2,3,-37.81942549,144.9671034
0151380f7a80c64072f95cfeb53bf714,1,3.8,-37.8059475,144.9590148
0152d6c4ef5b3215f8551d78f435d128,1,4,-37.82219465,144.9715833
0154a035afbc042b2a662f01e2b8f247,1,3.6,-37.81339134,144.9614997
015b2da6ef841d053024052bb5fe1fce,3,3.4,-37.817011,144.9625668
0166d252a39c35060f7936c55fb579c1,3,4.2,-37.80696402,144.9591997
0168d48f778563785ae1e66109840e29,1,4.2,-37.80973365,144.952831
016a48a5418848d2a68bd0248614032b,1,4,-37.81284183,144.9570399
016bac007577b47671304d29346b40e5,2,4.1,-37.80666507,144.9712413
016bb9d7e2deb91263a96bc804a0aa25,2,4,-37.82317694,144.9569089
016edc8608cc3929d9c2d61ffd493f61,1,4,-37.80714387,144.95549
017001bc3e4432757495bf8131e71299,2,3.3,-37.80990028,144.953727
0172c5521db74ce4fb46b16d36096666,1,4,-37.81146184,144.9510191
0173e29b64b5d74bfc0e4635e546fd2c,2,3.7,-37.81792655,144.963375
01743ae6e9a1aba29ecb8ebcbc7363e6,1,3.3,-37.81920832,144.9562427
017b1b5383ba29e3887af4b6ab65609d,2,4,-37.81493688,144.9573862
017b841bf3ea8ae10f6f38f98f1f6bc5,1,3.4,-37.80703225,144.9576237
017ba5bb2e34b8943599828b54a13537,3,4,-37.81574606,144.9644687
017bf3051aca6753e3a60ad79b330efb,2,4.2,-37.81123271,144.9574885
017ce3a0bb46190ef0c636e22b99c778,2,3.8,-37.82106554,144.9622519
0182fe370f9e865e9b2dfd85a1eae614,1,3.7,-37.81570002,144.9542658
018343e0deae89dfc26d015e5d60bfcf,1,4,-37.81370667,144.9664997
01849a142970f9c6733c18b5ae1fb761,2,4,-37.81833382,144.9746093
01864abd75e0f0661a083861727587b1,2,3.8,-37.80927039,144.958356
0186e15c73588d9448469a4e80c7a5cd,2,3.5,-37.81345895,144.9523325
018728f488c587d0c18602e53b24019c,1,4,-37.82199793,144.9665215
0192e0cca348450f7433ad23aa0ee235,1,4,-37.81277986,144.9741455
01948006fd6b78ec309ecb0adbda4c1f,1,3.2,-37.82251518,144.9633446
019b125e2a38aa1f831de4cb24578c9a,1,3.6,-37.82184761,144.9618536
019cee27cf817f7d77f399923ac75881,2,4,-37.82211009,144.9554629
019ee369eacd06c747d7e087c2d49401,1,3.8,-37.81573601,144.960205
019ef856db3ad84b276d6ea8f3f0c568,1,3.6,-37.82223955,144.9563461
01a0ad8fb22c36bfebdaf752713305e0,1,4.2,-37.81649016,144.96812
01a18dd65474bdb2538ab87ec2f1ef04,1,3.5,-37.81105979,144.9735948
01a1f7b3a4b05a29ff7874bb5107eb2c,1,3.6,-37.81997602,144.9758934
01a275989e7c1782159b2aa426ec3ca4,1,4,-37.81033913,144.9656687
01a46593f1c01d43e4b4fa1023ba9a62,2,3.4,-37.80822342,144.9522654
01a95e8f671f2fb084b9ebfca0a98603,2,4,-37.81587388,144.9719358
01a9a5c46380b7a29ae6a076355e767c,1,3.5,-37.82105803,144.9678801
01ab3cd506f4423569cec6aba4e2b826,1,3.6,-37.80900179,144.9681111
01ad9d7567acbb022c24ed3d6c90b27e,3,4,-37.82235666,144.9689622
01b74c61789b95fb32c051657d634849,1,3.4,-37.81655472,144.9675099
01b97d1164c849b95eba8e80cd83fc92,2,3.7,-37.80628659,144.9734374
01bf8c884cf2e182fca1146c00ddb1cc,2,4,-37.82003812,144.957372
01c0fc939ecb81106a648f4e79dec871,1,4,-37.81819853,144.9721605
01c7906df2b71be08f46d7ee0a5d49a7,2,3.6,-37.81037407,144.96309
01cab17947e78cd98d5da53e27d1dfc4,1,3.6,-37.82101272,144.9577287
01cecbf40b676bd931b3565b00c49d5d,2,3.7,-37.81898168,144.952216
01d054ff3ac87e30c4a6f4da1e334f4e,1,2.9,-37.82222592,144.9587375
01d4bbb68462c9c7930293623bdc4074,2,3.3,-37.82054489,144.9733341
01d51c8cb962209b895b6acb4de1d275,2,4,-37.82000625,144.9624552
01d52463dd4f070d91e61cd3da16b47b,3,4,-37.81914251,144.9708055
01d8b249fa93516e4f2e32527a5efb74,2,3.9,-37.81412389,144.9615739
01dffece6c5c5c731515fd08118d17b8,2,3.6,-37.80528377,144.9607167
01e1d194f823322ef399bd77673704d8,1,3.8,-37.81924866,144.9717243
01e421cf751c12cc35c096cfc4730bc6,3,4.2,-37.81920402,144.9759166
01ed9df0f559f1d044186a9bdc44e9b6,1,3.6,-37.82313634,144.9552415
01eead76ad9accbead323c97b8693f60,2,4.2,-37.80643323,144.9710346
01ef2a378fb5ec5bf9b6fa0dd712f16a,1,4.1,-37.80553679,144.9520807
01f1d56b5e69aba27664937a4a32d6b3,2,3.8,-37.8128189,144.9628823
01fa28edca3c7871b5c0c8f2c7b0aa21,2,4,-37.80706717,144.9612156
01fbf86caa62fc41bde9f07d65de2801,2,4,-37.82326115,144.969808
020a01da6142dfc0780f9ee6747a9256,2,4,-37.80516957,144.9738228
02110f7cff633653766d7623de62a0b6,2,3.6,-37.80744753,144.9665767
02117895c8a2fa2828fd3f1b31f9a8fa,3,3.5,-37.80667924,144.9760869
021377492e02e50cc6f8ea3be14ed1c8,2,3.2,-37.8135708,144.9723457
021404d72b1269e336a2cfd34ebda605,3,3.5,-37.81413891,144.9599962
0219647a1aed8822e1365e04c9a1b626,2,4,-37.80941791,144.9721906
021fc84a750153fd7a33c34eaf999572,1,3.5,-37.82187695,144.9619106
0220c18183f0b2c57626c52f2c6c2700,1,4.2,-37.81354841,144.9673732
0222f6fc23b0194a7102368201ed86cd,1,3.2,-37.81629755,144.966222
02247787cce705b25dda2bb9bce24ca4,1,3.9,-37.80631409,144.9733704
022a3c026a37891821796a3344997377,1,4,-37.8134676,144.969429
022f1a8fdcdda946cb250b8ea5303320,3,3.6,-37.8196424,144.9657929
0232d6de54548a5d61f2f3e45d2d0c18,1,3.3,-37.82342984,144.9682937
0232fadfa9a56671ea36ce0848306aef,3,4.1,-37.80778334,144.9611029
0233250172e42e51a9bd7f0751fe12ff,3,3.8,-37.81256477,144.9704755
0233313041c1ac8442cdbdd2f49c6b54,2,3.5,-37.80941785,144.9624373
02343dce0adc9c5a06db6bd024f32f09,1,4,-37.81728768,144.959464
023579eb737f4b2c3fb999c0ab6ff889,2,3.6,-37.81253368,144.9661384
023b93ec56c4438d2db9fa8c911043b0,1,3.1,-37.81069331,144.9528666
023d1c2ec691a055f93a223ab009e3bd,2,3.2,-37.80859585,144.9629053
023d39359c8912d71b02f4b7dbb6d870,1,3.3,-37.8201958,144.9628825
0240cdae283c75cd74920d6d9b1f258f,1,3.5,-37.80996754,144.9752565
0242a1d62ac511dd62974a69a1525663,1,3.9,-37.81025827,144.9685327
0246f5c6fb46e362c7b9679512d9e92f,2,4,-37.81903683,144.9574986
024855c3e24022cf1d283dec4a499e60,1,3.6,-37.82163553,144.964519
024de342919156e80d5b0c9e8698614f,2,3.3,-37.82294017,144.9575026
02501eb7049bbebb747586f61cfeabee,1,4,-37.81968001,144.9546623
0254b86557704e1266f2fdab6d6538a8,1,3.3,-37.82128368,144.9652441
02568a971c4a046022fd83207203ae2c,1,3.7,-37.81035257,144.9644552
0256b2fc439a36d9c2875161d6e3365f,1,3.2,-37.82056082,144.9511568
0257e2a3ad8d83aab5f129a7158537fd,1,3.8,-37.81728854,144.9586236
0259a2b516eb20fb365e2f426255f269,1,3.8,-37.80912016,144.9631306
025a224c2b6b664f2b2074f594e9c543,2,4,-37.8227425,144.9638552
02604a9335499188e62f54f1c4a50a07,1,3.8,-37.80903385,144.9539962
026055117f33416b34d366238a323c06,1,3.9,-37.80758337,144.9595705
02606b3de308d98883321fbd0d265fb3,3,3.8,-37.81230208,144.9631789
0264d4421d63be8c169b68ba9dbc0f81,1,3.3,-37.81333367,144.9553032
02663532070d6d2d4a82f5d0e61ea70b,1,3.5,-37.80682398,144.9687431
02664baf409b568317025ef6ae5cd251,2,3.6,-37.80924565,144.9671354
026948f0d45d88195396bad045c592e6,1,3.6,-37.82005148,144.9646424
026aca8e4f00c62c0f728da9f452d993,3,3.4,-37.8064309,144.9552663
02751a1a3c67920e2017a7b10ccaa358,1,3.8,-37.81927141,144.9606839
0277630cb49c1c6ae08899d766d8a1cc,1,3.5,-37.80999497,144.9731481
02798fe93f94ae88b017ddacdc48ff17,1,4,-37.82124727,144.9663989
0286428c3d691b1d004cec9178dd15de,1,3.7,-37.81864111,144.96894
0288a2ec2ddf012b389eca8b60cc7f4a,1,4,-37.81230073,144.9529771
0289331ef7fcd92099048ad34b54f4d3,1,3.8,-37.80731521,144.9550119
028d2f7f98a7265d53776999fb16557b,1,3.3,-37.80660494,144.9566386
028f349f5bcaa603bb89d4a105c09258,2,4,-37.81871017,144.9705057
0291cb0fbe9c9e96e3e1bec3eb54faff,1,3.2,-37.80678796,144.963238
0292002640de48d796463662effaa14e,1,2.7,-37.80776501,144.9566764
02940f21fb28082ace95e54346d89c88,2,3.4,-37.80976126,144.9553959
029b16801a9e604694fec288104bff43,2,3.7,-37.82212113,144.9765414
029b6e9cb6094bdaf856033207bcc235,1,3.6,-37.81349624,144.9633143
029de0885fda086be238e4f31888f174,1,4,-37.81044912,144.9542953
029e73e54b793f2c66ba23297893a423,3,3.2,-37.81787512,144.9745068
029f1d688211cd3601d34fb1be26f042,1,4,-37.82202096,144.9707667
02a4627c425fdbeab925a1e2ae8d82b9,2,3.9,-37.82026089,144.9653956
02a4fd4bff4d22b15a3ab564e3a3023e,3,3.3,-37.81822268,144.9676297
02a6861e3cac4a962eb44b5eb2ba6360,1,3.2,-37.80876588,144.9617572
02a743377b3ded0b932a196209d1ac9a,1,4,-37.81102648,144.9697316
02b8fc22573a17da54c6ecc62398f248,1,3.9,-37.82356691,144.9555906
02bb3160d8ad50b384f4c16c1211f7d7,2,4,-37.81124258,144.9653858
02bcd870e7c0b41f51b37141717207a7,2,3.2,-37.82339138,144.9509925
02bee9283ff895ad3bb31ce5a9ca6591,3,3.7,-37.82065075,144.9663061
02c09b9398c5be920cfb1c3ba674ee0c,1,3.2,-37.82276609,144.9566075
02c19682e02f770c027f85404e9c238e,2,3.8,-37.80839171,144.9749499
02c55c05ba0a0d1537094840aeaf4442,3,3.7,-37.8119047,144.9645313
02c7b9eb1b5f36d9801766ea8a973cae,2,3.8,-37.82188795,144.9576058
02cb5e0a3afbfe8cb6879734d630a382,3,3.6,-37.82273744,144.9668461
02cc94ee32acd0a9809d6c9a19e4416b,2,3.4,-37.81394403,144.9761605
02cf33642176a85751ea7077e276045d,2,4.2,-37.81082477,144.9710236
02d02187d3ee1189d364328221ea22ea,1,3.8,-37.81794167,144.9533941
02d1724693377968e3d66929b36b2902,1,4,-37.81498269,144.9550576
02d1f2086b260980f6cf4e7527cc1015,2,3.3,-37.82219146,144.9692042
02d4893cf7892596783a9dad50ba583d,3,3.9,-37.816222,144.952045
02d74ae50aa55d8da64b530c6ae6e9d1,1,3.5,-37.81063838,144.9557525
02db980a59169aaad3634d09f79a679c,1,4.2,-37.81937465,144.9517554
02dedb04282014dc09fb5e5c8526979b,1,3.6,-37.81874428,144.9700159
02df78cb1f96ef54a9a09a0eeab05258,2,3.6,-37.82041611,144.9519002
02e515717a4ce31fa0fb06d2fac0a93e,1,4,-37.81308001,144.9519573
02e6e89eee873468e7605cdd1e2e10ee,1,3.2,-37.82330657,144.9684643
02e94068ebff06cb1dcafb5034f70696,2,3.8,-37.81618826,144.9565937
02eb774ef918930c67ee656765188ed0,3,3.8,-37.81702392,144.9506692
02ed3afa87fe5ef36a89efb027331dc0,2,3.8,-37.81317774,144.9684047
02f01acc09fc95c987a0998f6c54b8bf,2,3.5,-37.81182936,144.9677421
02f1fd9d67a1801299bca87a3edaf06f,2,3.2,-37.80862916,144.959602
02faaa0c04e65b0230984958155ddf4f,2,4.2,-37.81687397,144.9727574
0304567a1cca47602a148827325b6065,2,4,-37.81734292,144.9588673
030707dff0cb082a3456c77f04cf47fc,1,4,-37.82321578,144.9709873
03097299363e901c1f7f0d9a8c0cccc5,2,3.7,-37.81251428,144.9566519
0309949cfb4758be39c03cdd5ebb8eb0,1,3.8,-37.82097384,144.9722024
0317d171bd6fc8f2ad587efb63ffcf41,1,3.6,-37.80685838,144.9578919
0319ac25ce31ff44a92019f6649564c2,1,3.5,-37.81972393,144.9665802
031b481f5e716402f83cdce201066fef,1,4,-37.81719691,144.9630286
031d529ffd609a10d94dbb7160e70054,1,4,-37.80673177,144.9554791
032512145d12cf1a4775a6eb612c44dc,1,4,-37.81182542,144.9602411
03288ba4b438f1316279cdffc39fed02,1,4.1,-37.81925425,144.962354
032a4985c7fda8345c6f90f9812e1359,3,4.2,-37.8164558,144.9760784
03306728eb33847d214ab740e006ccc9,1,3.8,-37.81020197,144.9728818
033119c5c31e22cb28d4c91fa6ec6675,3,4,-37.81583441,144.954261
03340ff55fe0d99f7a5a53ff137f0a53,1,3.7,-37.8107431,144.9724739
0339f6cbe8b839467d7f842fc100db6c,1,4,-37.8138584,144.9668017
033cd73f918a9f438332098896997c65,1,3.8,-37.81640409,144.9520568
033cf201dc749cdc1647dd9717fb9626,1,4,-37.81306463,144.9544376
033f8cead2aa512d734876c39445e66b,2,3.2,-37.81644275,144.9634251
0341df6fcab58f32a080eb805ce82d13,2,4,-37.82288809,144.9619333
0343de2c37571342dff09b24059aa198,1,3.5,-37.82113657,144.9577631
0345be783c93107f650b7e7bb9edae1b,1,3.7,-37.81365995,144.9746767
034f02907dfccf23840382572bdb67ed,1,4,-37.81382368,144.967473
03517a6883ca84d917ce586a272acf2c,1,3.7,-37.80762001,144.975658
035b710f2b51ffa9c9936f6f07e721aa,1,3.8,-37.81888509,144.9541026
035ceb2f66fb2422cd52f7ae079eb7e4,1,4,-37.80542113,144.9596792
035f4a4fae08d9a6ef694bfe504b9f58,1,3.7,-37.8182419,144.9719719
03625132f5b0d79afd668a297b4cbb6e,1,4,-37.80884239,144.9524639
036390b0e87ab4a8234f9e611f4c3d9e,1,3.7,-37.81245474,144.9638667
0363e0ddfd67fd7824a47db632be3635,1,4,-37.81443761,144.962192
03669730dc843c74fdb1cf73c009c8e6,1,3.4,-37.80978734,144.972597
036b49d9d6c06edcc05146eaaf4c9444,2,3.7,-37.80635444,144.9729428
036df40f982e11c940f360c07ff95f4f,1,3.2,-37.81802197,144.9687722
037175cc5069f80c5295701ef2b5b2ba,1,4.2,-37.81480994,144.9532554
03717dfce393e9c3bc3f554dc9679e10,2,4,-37.81723354,144.9626188
037de0f6399cf09b99acf94015c60017,3,3.2,-37.81438389,144.9639014
037f58fbbcc377561e26f7f7fcf6a055,1,3.6,-37.80858551,144.9560132
038159dbc3b269f332898ed46d980947,2,3.2,-37.80937066,144.9718819
0382b099adb4d449da08192144b03f67,1,3.8,-37.8186523,144.9629584
0385de81b4305dee4dc805342d18e8b7,3,3.4,-37.82206873,144.9721944
03881f2004edda9a12d19c6b2e018d9c,2,3.5,-37.8175355,144.9734231
038f24f16ed25d605e211a1f3e50cba4,3,3.3,-37.81110702,144.9632008
038f489c9a9032cb0f073a8fda5b06be,2,3.7,-37.80846239,144.9723005
038fd7404fe97d3a8db1b316b2e4ee48,3,3.8,-37.8093452,144.9584146
0392d95fc8c11042d35a9dd1c6ae22d8,3,3.4,-37.8100356,144.9527976
0395d2b838a16f9a929c676623c7b93b,3,3.6,-37.81195556,144.9656082
0396e3765d3f0fabe931806925ab8308,2,3.5,-37.81816068,144.9694714
0398e5a2f7fd1f32ad3a7234297c44f8,1,4,-37.80662848,144.96387
0399206371609ef8972ca03380009a58,1,3.8,-37.81627801,144.952074
039e0cc4270e4a41b26c58d486267fa7,1,3.4,-37.80888973,144.9515698
039e662242772e7fbd5d8c2e043189ec,3,4,-37.82007641,144.958396
039e7fe13ea665dfc8f1e7b02cd9b037,1,3.3,-37.81733454,144.9630543
03a5c28cedd6a1880d49df23a02ade55,3,3.8,-37.82035061,144.9511313
03a861ed9bcd53583340103f2819dc16,2,3.7,-37.80532828,144.953992
03a8aba385bb3f5dbc112b29bdee4742,2,3.5,-37.82341606,144.9629353
03aa06b3bccdecf7d53f0077ce564655,1,4,-37.82071308,144.9537943
03af0108d333ef176f66ca5475b6669a,1,4,-37.82206266,144.9740418
03af1be4f0834f821c352be90b58045d,3,4,-37.81695944,144.9664531
03b6f89906b7b158aec2170fcfb74561,1,4,-37.82328495,144.9571189
03b762c0c84bbb3bb8c66bd5bd3567aa,1,3.7,-37.8075854,144.9670946
03bf15b555a0d715a5a1a782b758c5f2,2,3.7,-37.8139233,144.9714721
03c16ba7efbcade9e5ac30976aeeea77,2,3.7,-37.82309095,144.9752977
03c19f50d6641c0de19dd6fe21aafb2b,2,3.8,-37.81058761,144.9515483
03c510f8310931d8d6630f29800df50f,2,3.8,-37.81364736,144.9663373
03c63a62a03005af52ed585c697b6332,2,3.3,-37.81143448,144.9605276
03c68f128461be4b5904f6b479e9f2bd,2,3.6,-37.80546963,144.9559962
03cafb10afbe00fe6f8fab967ccde76a,1,3.4,-37.81676797,144.9703802
03cbf96ffb0b7ba2929b8187b48d37e8,2,3.8,-37.80973305,144.9698064
03ce07f4dbe67aaaebd109d8ac3d050a,1,3.6,-37.80560491,144.9573346
03cfe46222d365f50191b8e5739f0ec1,2,3.6,-37.80937938,144.9596295
03d0962f4b63dce89d3426d2abb258be,1,3.5,-37.80782669,144.962638
03d10f69443038886e9c8c512cfa5a02,1,4.2,-37.81621313,144.9516144
03d13bf7f476e78a34de35e93736494b,3,4.2,-37.82321963,144.9542259
03d402fc63c540b2c218b309491335bb,1,3.6,-37.8171662,144.9741239
03d4cc0a1e081294a25c69cf052fa22c,1,4.2,-37.81139359,144.9753627
03d95183762e1eb9fd3891e03b0d8473,2,3.6,-37.81637814,144.9636881
03ded880dfa7bfebfd6c32740681b4cb,1,4,-37.80607827,144.9650178
03df134714e568368dfd0ca93a71ed13,1,3.2,-37.82344613,144.9533718
03df1c13f16ca96335d3320dd84efd4c,1,4.2,-37.81857773,144.9513464
